Id,Predicted
5895,0.023079872131347656
5172,0.01989132165908813
6207,0.0799180269241333
7122,0.9760056529194115
7067,0.1389026641845703
6173,0.11465764045715332
6705,0.460349440574646
5889,0.08646422624588013
5036,0.6430927217006683
6142,0.10795742273330687
6938,0.1389026641845703
5932,0.4428011178970337
5398,0.0900077223777771
6855,0.008127987384796144
6632,0.09392529726028442
5358,0.6636901497840881
5674,0.07628405094146729
5384,0.02389943599700928
5589,0.8486336022615433
5042,0.06689846515655518
6095,0.023079872131347656
7049,0.4996739029884338
6075,0.939156338572502
6878,0.0799180269241333
5790,0.581279456615448
5532,0.4831268787384033
6118,0.2532479166984558
6442,0.20472216606140134
6554,0.13040751218795776
5973,0.11147010326385498
5043,0.04912412166595459
7195,0.38825875520706177
6746,0.21055209636688232
6793,0.21502697467803955
5940,0.10668057203292848
5584,0.01989132165908813
5669,0.1463053822517395
7286,0.6636901497840881
5992,0.1389026641845703
6278,0.1389026641845703
6196,0.1923053860664368
6052,0.13463753461837769
5354,0.5072098076343536
6076,0.07175999879837036
5134,0.1424465775489807
6147,0.4505192041397095
6237,0.8600210696458817
5245,0.11634325981140135
5582,0.05421561002731323
6508,0.5522014796733856
4968,0.5522014796733856
6571,0.14056235551834104
5419,0.7222110331058502
6377,0.023079872131347656
6562,0.1923053860664368
6913,0.06943511962890625
6014,0.06464093923568726
5556,0.6636901497840881
6346,0.1463053822517395
6310,0.1923053860664368
6763,0.6636901497840881
7051,0.1397218108177185
5117,0.1463053822517395
6338,0.1389026641845703
5719,0.1923053860664368
7181,0.3362064957618713
7264,0.1381928324699402
5343,0.1463053822517395
7277,0.2773850560188293
6468,0.0799180269241333
7037,0.029855132102966312
5782,0.07779240608215332
5930,0.10767793655395508
6791,0.14122909307479858
5332,0.023079872131347656
5491,0.3619855046272278
7129,0.08203601837158203
6948,0.14171546697616574
6962,0.10313153266906737
6766,0.1923053860664368
7172,0.06593549251556396
5501,0.0941537618637085
6234,0.023079872131347656
6450,0.06943511962890625
5823,0.03470796346664429
5334,0.17129230499267578
6821,0.02522826194763184
5760,0.09392529726028442
6168,0.07628405094146729
5644,0.14319628477096558
6255,0.8097290992736816
6660,0.1389026641845703
5991,0.9713977184146644
5656,0.3189152479171753
6322,0.07779240608215332
6877,0.02924686670303345
4986,0.19833195209503174
5638,0.6636901497840881
5206,0.2732143998146057
5369,0.12908601760864258
5643,0.30856555700302124
5862,0.06943511962890625
6934,0.3619855046272278
7119,0.11971861124038695
5124,0.7437670826911926
4989,0.3668990135192871
6028,0.0799180269241333
5486,0.17129230499267578
5338,0.9763124417513608
6239,0.8171770572662354
5287,0.06464093923568726
6320,0.17129230499267578
5815,0.07779240608215332
5154,0.05724292993545532
6490,0.0514061450958252
5942,0.06943511962890625
7085,0.3638761639595032
6959,0.9725671187043191
5086,0.1463053822517395
6758,0.02924686670303345
5377,0.12624883651733398
6612,0.14122909307479858
5447,0.927107997238636
6727,0.0799180269241333
7147,0.08846575021743774
5158,0.06562274694442749
5147,0.2792666554450989
5015,0.17129230499267578
5346,0.09597867727279663
6415,0.13040751218795776
4990,0.032603681087493896
6641,0.04472774267196655
7187,0.021204173564910892
5799,0.060208916664123535
7110,0.08467626571655272
5313,0.032603681087493896
7087,0.0799180269241333
5616,0.0941537618637085
6357,0.01989132165908813
5865,0.1923053860664368
5027,0.041000306606292725
5420,0.3638761639595032
6235,0.06562274694442749
5977,0.0514061450958252
6851,0.9801447801291944
5531,0.06464093923568726
6824,0.9725671187043191
6386,0.20472216606140134
5207,0.13463753461837769
6887,0.1925196647644043
5051,0.45421487092971796
6502,0.06562274694442749
4962,0.06562274694442749
6552,0.02924686670303345
6044,0.5148088335990906
5906,0.0540611743927002
5561,0.2773850560188293
7115,0.08467626571655272
6605,0.21055209636688232
7250,0.0623508095741272
6875,0.032603681087493896
5773,0.1816362738609314
5365,0.4336586594581604
6010,0.3661056160926819
6399,0.0514061450958252
6748,0.6636901497840881
6088,0.32968729734420776
7255,0.10767793655395508
6861,0.0799180269241333
5318,0.4699313640594482
5682,0.0540611743927002
7201,0.0540611743927002
6254,0.4428011178970337
7072,0.0799180269241333
6312,0.01989132165908813
5241,0.2196977138519287
5953,0.2972043752670288
5072,0.2773850560188293
6970,0.0514061450958252
5774,0.6636901497840881
5382,0.02459806203842163
5469,0.2356778979301453
5772,0.03104853630065918
5527,0.39937859773635853
5169,0.028137266635894772
5526,0.028137266635894772
5931,0.4428011178970337
5731,0.7222110331058502
5651,0.008127987384796144
5569,0.6205973327159882
6402,0.0908626914024353
6753,0.13186776638031006
5585,0.4699313640594482
7046,0.3619855046272278
6486,0.3594001531600952
5893,0.7801216244697571
5868,0.11750096082687378
5281,0.6873556673526764
7100,0.1389026641845703
6866,0.24897944927215576
6436,0.2773850560188293
5784,0.3638761639595032
5174,0.2773850560188293
6350,0.1389026641845703
5063,0.8714492470026016
6249,0.1925196647644043
5808,0.023079872131347656
6984,0.0941537618637085
6922,0.2305694818496704
5367,0.2305694818496704
6625,0.3621887564659119
5963,0.07779240608215332
6534,0.416262686252594
6730,0.6873556673526764
6054,0.05610871315002442
7295,0.0799180269241333
5878,0.025755107402801517
6655,0.06943511962890625
5956,0.08930981159210205
6926,0.019437849521636963
5140,0.6636901497840881
5520,0.06562274694442749
5110,0.03551745414733887
5681,0.05610871315002442
5698,0.1661391258239746
5210,0.10988134145736694
